	WGD	Rate	Number of Leaves	n	Method	filename	rf	grf	quartet	Unnamed: 0
6239	highwgd	0.05	10	9	manhattan_nj	data_highwgd_0.05_10_9	6.0	0.2869762	0.1393939	2994.0
6240	highwgd	0.05	10	9	euclidean_fastme	data_highwgd_0.05_10_9	2.0	0.12512051	0.07272727	2995.0
6241	highwgd	0.05	10	9	manhattan_fastme	data_highwgd_0.05_10_9	4.0	0.18945183	0.04848485	2996.0
6242	highwgd	0.05	10	9	MEDALT	data_highwgd_0.05_10_9	6.0	0.2893629	0.1878788	2997.0
6243	highwgd	0.05	10	9	medicc	data_highwgd_0.05_10_9	2.0	0.09472591	0.02424242	2998.0
6244	highwgd	0.05	15	0	euclidean_nj	data_highwgd_0.05_15_0	2.0	0.08169878	0.03296703	2999.0
6245	highwgd	0.05	15	0	manhattan_nj	data_highwgd_0.05_15_0	2.0	0.08169878	0.03296703	3000.0
6246	highwgd	0.05	15	0	euclidean_fastme	data_highwgd_0.05_15_0	2.0	0.08169878	0.03296703	3001.0
6247	highwgd	0.05	15	0	manhattan_fastme	data_highwgd_0.05_15_0	2.0	0.08169878	0.03296703	3002.0
6248	highwgd	0.05	15	0	MEDALT	data_highwgd_0.05_15_0	11.0	0.3122148	0.1478022	3003.0
6249	highwgd	0.05	15	0	medicc	data_highwgd_0.05_15_0	0.0	0.0	0.0	3004.0
6250	highwgd	0.05	15	1	euclidean_nj	data_highwgd_0.05_15_1	2.0	0.08260338	0.02637363	3005.0
6251	highwgd	0.05	15	1	manhattan_nj	data_highwgd_0.05_15_1	6.0	0.16551132	0.06648352	3006.0
6252	highwgd	0.05	15	1	euclidean_fastme	data_highwgd_0.05_15_1	8.0	0.2539858	0.1807692	3007.0
6253	highwgd	0.05	15	1	manhattan_fastme	data_highwgd_0.05_15_1	16.0	0.2991296	0.217033	3008.0
6254	highwgd	0.05	15	1	MEDALT	data_highwgd_0.05_15_1	7.0	0.21567265	0.09120879	3009.0
6255	highwgd	0.05	15	1	medicc	data_highwgd_0.05_15_1	0.0	0.0	0.0	3010.0
6256	highwgd	0.05	15	10	euclidean_nj	data_highwgd_0.05_15_10	4.0	0.11306976	0.06593407	3011.0
6257	highwgd	0.05	15	10	manhattan_nj	data_highwgd_0.05_15_10	4.0	0.11306976	0.06593407	3012.0
6258	highwgd	0.05	15	10	euclidean_fastme	data_highwgd_0.05_15_10	4.0	0.11306976	0.06593407	3013.0
6259	highwgd	0.05	15	10	manhattan_fastme	data_highwgd_0.05_15_10	2.0	0.08783435	0.05274725	3014.0
6260	highwgd	0.05	15	10	MEDALT	data_highwgd_0.05_15_10	6.0	0.2003118	0.1054945	3015.0
6261	highwgd	0.05	15	10	medicc	data_highwgd_0.05_15_10	0.0	0.0	0.0	3016.0
6262	highwgd	0.05	15	11	euclidean_nj	data_highwgd_0.05_15_11	0.0	0.0	0.0	3017.0
6263	highwgd	0.05	15	11	manhattan_nj	data_highwgd_0.05_15_11	0.0	0.0	0.0	3018.0
6264	highwgd	0.05	15	11	euclidean_fastme	data_highwgd_0.05_15_11	0.0	0.0	0.0	3019.0
6265	highwgd	0.05	15	11	manhattan_fastme	data_highwgd_0.05_15_11	2.0	0.049788744	0.007142857	3020.0
6266	highwgd	0.05	15	11	MEDALT	data_highwgd_0.05_15_11	10.0	0.2988299	0.1370879	3021.0
6267	highwgd	0.05	15	11	medicc	data_highwgd_0.05_15_11	0.0	0.0	0.0	3022.0
6268	highwgd	0.05	15	12	euclidean_nj	data_highwgd_0.05_15_12	6.0	0.1945987	0.1824176	3023.0
6269	highwgd	0.05	15	12	manhattan_nj	data_highwgd_0.05_15_12	6.0	0.2349429	0.2131868	3024.0
6270	highwgd	0.05	15	12	euclidean_fastme	data_highwgd_0.05_15_12	6.0	0.1945987	0.1824176	3025.0
6271	highwgd	0.05	15	12	manhattan_fastme	data_highwgd_0.05_15_12	6.0	0.2477181	0.2263736	3026.0
6272	highwgd	0.05	15	12	MEDALT	data_highwgd_0.05_15_12	3.0	0.118074	0.1120879	3027.0
6273	highwgd	0.05	15	12	medicc	data_highwgd_0.05_15_12	2.0	0.07045698	0.02417582	3028.0
6274	highwgd	0.05	15	13	euclidean_nj	data_highwgd_0.05_15_13	6.0	0.1995491	0.1450549	3029.0
6275	highwgd	0.05	15	13	manhattan_nj	data_highwgd_0.05_15_13	2.0	0.09664142	0.09230769	3030.0
6276	highwgd	0.05	15	13	euclidean_fastme	data_highwgd_0.05_15_13	6.0	0.1995491	0.1450549	3031.0
6277	highwgd	0.05	15	13	manhattan_fastme	data_highwgd_0.05_15_13	2.0	0.06298793	0.01318681	3032.0
6278	highwgd	0.05	15	13	MEDALT	data_highwgd_0.05_15_13	9.0	0.3158015	0.1736264	3033.0
6279	highwgd	0.05	15	13	medicc	data_highwgd_0.05_15_13	0.0	0.0	0.0	3034.0
6280	highwgd	0.05	15	14	euclidean_nj	data_highwgd_0.05_15_14	8.0	0.2147735	0.0978022	3035.0
6281	highwgd	0.05	15	14	manhattan_nj	data_highwgd_0.05_15_14	2.0	0.08821917	0.05934066	3036.0
6282	highwgd	0.05	15	14	euclidean_fastme	data_highwgd_0.05_15_14	6.0	0.18978261	0.09065934	3037.0
6283	highwgd	0.05	15	14	manhattan_fastme	data_highwgd_0.05_15_14	2.0	0.08821917	0.05934066	3038.0
6284	highwgd	0.05	15	14	MEDALT	data_highwgd_0.05_15_14	6.0	0.1954204	0.1175824	3039.0
6285	highwgd	0.05	15	14	medicc	data_highwgd_0.05_15_14	2.0	0.048850837	0.007142857	3040.0
6286	highwgd	0.05	15	15	euclidean_nj	data_highwgd_0.05_15_15	2.0	0.049347415	0.007142857	3041.0
6287	highwgd	0.05	15	15	manhattan_nj	data_highwgd_0.05_15_15	0.0	0.0	0.0	3042.0
6288	highwgd	0.05	15	15	euclidean_fastme	data_highwgd_0.05_15_15	4.0	0.0772559	0.02032967	3043.0
6289	highwgd	0.05	15	15	manhattan_fastme	data_highwgd_0.05_15_15	2.0	0.0616186	0.01318681	3044.0
6290	highwgd	0.05	15	15	MEDALT	data_highwgd_0.05_15_15	13.0	0.3807606	0.2269231	3045.0
6291	highwgd	0.05	15	15	medicc	data_highwgd_0.05_15_15	0.0	0.0	0.0	3046.0
6292	highwgd	0.05	15	16	euclidean_nj	data_highwgd_0.05_15_16	2.0	0.08680991	0.05769231	3047.0
6293	highwgd	0.05	15	16	manhattan_nj	data_highwgd_0.05_15_16	2.0	0.08680991	0.05769231	3048.0
6294	highwgd	0.05	15	16	euclidean_fastme	data_highwgd_0.05_15_16	2.0	0.08680991	0.05769231	3049.0
6295	highwgd	0.05	15	16	manhattan_fastme	data_highwgd_0.05_15_16	10.0	0.2625312	0.1972527	3050.0
6296	highwgd	0.05	15	16	MEDALT	data_highwgd_0.05_15_16	4.0	0.13428724	0.07582418	3051.0
6297	highwgd	0.05	15	16	medicc	data_highwgd_0.05_15_16	2.0	0.046756486	0.007142857	3052.0
6298	highwgd	0.05	15	17	euclidean_nj	data_highwgd_0.05_15_17	4.0	0.11464265	0.07582418	3053.0
6299	highwgd	0.05	15	17	manhattan_nj	data_highwgd_0.05_15_17	2.0	0.08306799	0.05769231	3054.0
6300	highwgd	0.05	15	17	euclidean_fastme	data_highwgd_0.05_15_17	4.0	0.11464265	0.07582418	3055.0
6301	highwgd	0.05	15	17	manhattan_fastme	data_highwgd_0.05_15_17	2.0	0.08306799	0.05769231	3056.0
6302	highwgd	0.05	15	17	MEDALT	data_highwgd_0.05_15_17	7.0	0.2067098	0.1348901	3057.0
6303	highwgd	0.05	15	17	medicc	data_highwgd_0.05_15_17	0.0	0.0	0.0	3058.0
6304	highwgd	0.05	15	18	euclidean_nj	data_highwgd_0.05_15_18	0.0	0.0	0.0	3059.0
6305	highwgd	0.05	15	18	manhattan_nj	data_highwgd_0.05_15_18	0.0	0.0	0.0	3060.0
6306	highwgd	0.05	15	18	euclidean_fastme	data_highwgd_0.05_15_18	0.0	0.0	0.0	3061.0
6307	highwgd	0.05	15	18	manhattan_fastme	data_highwgd_0.05_15_18	2.0	0.047566102	0.007142857	3062.0
6308	highwgd	0.05	15	18	MEDALT	data_highwgd_0.05_15_18	6.0	0.19256934	0.09010989	3063.0
6309	highwgd	0.05	15	18	medicc	data_highwgd_0.05_15_18	0.0	0.0	0.0	3064.0
6310	highwgd	0.05	15	19	euclidean_nj	data_highwgd_0.05_15_19	4.0	0.11879027	0.05054945	3065.0
6311	highwgd	0.05	15	19	manhattan_nj	data_highwgd_0.05_15_19	0.0	0.0	0.0	3066.0
6312	highwgd	0.05	15	19	euclidean_fastme	data_highwgd_0.05_15_19	4.0	0.11879027	0.05054945	3067.0
6313	highwgd	0.05	15	19	manhattan_fastme	data_highwgd_0.05_15_19	4.0	0.1421301	0.1032967	3068.0
6314	highwgd	0.05	15	19	MEDALT	data_highwgd_0.05_15_19	8.0	0.2410661	0.1318681	3069.0
6315	highwgd	0.05	15	19	medicc	data_highwgd_0.05_15_19	0.0	0.0	0.0	3070.0
6316	highwgd	0.05	15	2	euclidean_nj	data_highwgd_0.05_15_2	8.0	0.18986659	0.03956044	3071.0
6317	highwgd	0.05	15	2	manhattan_nj	data_highwgd_0.05_15_2	4.0	0.10009816	0.02527473	3072.0
6318	highwgd	0.05	15	2	euclidean_fastme	data_highwgd_0.05_15_2	8.0	0.18986659	0.03956044	3073.0
6319	highwgd	0.05	15	2	manhattan_fastme	data_highwgd_0.05_15_2	6.0	0.16928397	0.09120879	3074.0
6320	highwgd	0.05	15	2	MEDALT	data_highwgd_0.05_15_2	11.0	0.3424742	0.2134615	3075.0
6321	highwgd	0.05	15	2	medicc	data_highwgd_0.05_15_2	2.0	0.046756486	0.007142857	3076.0
6322	highwgd	0.05	15	20	euclidean_nj	data_highwgd_0.05_15_20	2.0	0.08538515	0.05274725	3077.0
6323	highwgd	0.05	15	20	manhattan_nj	data_highwgd_0.05_15_20	0.0	0.0	0.0	3078.0
6324	highwgd	0.05	15	20	euclidean_fastme	data_highwgd_0.05_15_20	6.0	0.2129451	0.1434066	3079.0
6325	highwgd	0.05	15	20	manhattan_fastme	data_highwgd_0.05_15_20	6.0	0.14671332	0.04450549	3080.0
6326	highwgd	0.05	15	20	MEDALT	data_highwgd_0.05_15_20	5.0	0.1808573	0.1208791	3081.0
6327	highwgd	0.05	15	20	medicc	data_highwgd_0.05_15_20	2.0	0.06470987	0.02417582	3082.0
6328	highwgd	0.05	15	21	euclidean_nj	data_highwgd_0.05_15_21	4.0	0.1112421	0.02032967	3083.0
6329	highwgd	0.05	15	21	manhattan_nj	data_highwgd_0.05_15_21	0.0	0.0	0.0	3084.0
6330	highwgd	0.05	15	21	euclidean_fastme	data_highwgd_0.05_15_21	0.0	0.0	0.0	3085.0
6331	highwgd	0.05	15	21	manhattan_fastme	data_highwgd_0.05_15_21	2.0	0.048833248	0.007142857	3086.0
6332	highwgd	0.05	15	21	MEDALT	data_highwgd_0.05_15_21	7.0	0.2285609	0.1538462	3087.0
6333	highwgd	0.05	15	21	medicc	data_highwgd_0.05_15_21	0.0	0.0	0.0	3088.0
6334	highwgd	0.05	15	22	euclidean_nj	data_highwgd_0.05_15_22	8.0	0.2490505	0.1741758	3089.0
6335	highwgd	0.05	15	22	manhattan_nj	data_highwgd_0.05_15_22	2.0	0.05757852	0.01318681	3090.0
6336	highwgd	0.05	15	22	euclidean_fastme	data_highwgd_0.05_15_22	10.0	0.3124045	0.2071429	3091.0
6337	highwgd	0.05	15	22	manhattan_fastme	data_highwgd_0.05_15_22	4.0	0.10739804	0.02637363	3092.0
6338	highwgd	0.05	15	22	MEDALT	data_highwgd_0.05_15_22	7.0	0.1743232	0.1016484	3093.0
6339	highwgd	0.05	15	22	medicc	data_highwgd_0.05_15_22	2.0	0.04943595	0.01318681	3094.0
6340	highwgd	0.05	15	23	euclidean_nj	data_highwgd_0.05_15_23	10.0	0.3368252	0.2917582	3095.0
6341	highwgd	0.05	15	23	manhattan_nj	data_highwgd_0.05_15_23	8.0	0.2705608	0.2703297	3096.0
6342	highwgd	0.05	15	23	euclidean_fastme	data_highwgd_0.05_15_23	10.0	0.3329476	0.2835165	3097.0
6343	highwgd	0.05	15	23	manhattan_fastme	data_highwgd_0.05_15_23	8.0	0.2705608	0.2703297	3098.0
6344	highwgd	0.05	15	23	MEDALT	data_highwgd_0.05_15_23	7.0	0.2239681	0.1093407	3099.0
6345	highwgd	0.05	15	23	medicc	data_highwgd_0.05_15_23	2.0	0.0685398	0.03296703	3100.0
6346	highwgd	0.05	15	24	euclidean_nj	data_highwgd_0.05_15_24	4.0	0.1297532	0.0467033	3101.0
6347	highwgd	0.05	15	24	manhattan_nj	data_highwgd_0.05_15_24	2.0	0.048652269	0.007142857	3102.0
6348	highwgd	0.05	15	24	euclidean_fastme	data_highwgd_0.05_15_24	4.0	0.1297532	0.0467033	3103.0
6349	highwgd	0.05	15	24	manhattan_fastme	data_highwgd_0.05_15_24	0.0	0.0	0.0	3104.0
6350	highwgd	0.05	15	24	MEDALT	data_highwgd_0.05_15_24	9.0	0.2627052	0.1159341	3105.0
6351	highwgd	0.05	15	24	medicc	data_highwgd_0.05_15_24	4.0	0.1108264	0.02032967	3106.0
6352	highwgd	0.05	15	3	euclidean_nj	data_highwgd_0.05_15_3	8.0	0.18564515	0.06043956	3107.0
6353	highwgd	0.05	15	3	manhattan_nj	data_highwgd_0.05_15_3	16.0	0.2403261	0.2021978	3108.0
6354	highwgd	0.05	15	3	euclidean_fastme	data_highwgd_0.05_15_3	4.0	0.12171439	0.03131868	3109.0
6355	highwgd	0.05	15	3	manhattan_fastme	data_highwgd_0.05_15_3	16.0	0.2761427	0.2241758	3110.0
6356	highwgd	0.05	15	3	MEDALT	data_highwgd_0.05_15_3	5.0	0.16449026	0.06923077	3111.0
6357	highwgd	0.05	15	3	medicc	data_highwgd_0.05_15_3	0.0	0.0	0.0	3112.0
6358	highwgd	0.05	15	4	euclidean_nj	data_highwgd_0.05_15_4	4.0	0.14266529	0.06593407	3113.0
6359	highwgd	0.05	15	4	manhattan_nj	data_highwgd_0.05_15_4	2.0	0.09479135	0.07032967	3114.0
6360	highwgd	0.05	15	4	euclidean_fastme	data_highwgd_0.05_15_4	4.0	0.14266529	0.06593407	3115.0
6361	highwgd	0.05	15	4	manhattan_fastme	data_highwgd_0.05_15_4	8.0	0.2492618	0.1450549	3116.0
6362	highwgd	0.05	15	4	MEDALT	data_highwgd_0.05_15_4	7.0	0.23689468	0.09230769	3117.0
6363	highwgd	0.05	15	4	medicc	data_highwgd_0.05_15_4	0.0	0.0	0.0	3118.0
6364	highwgd	0.05	15	5	euclidean_nj	data_highwgd_0.05_15_5	4.0	0.1505751	0.1164835	3119.0
6365	highwgd	0.05	15	5	manhattan_nj	data_highwgd_0.05_15_5	0.0	0.0	0.0	3120.0
6366	highwgd	0.05	15	5	euclidean_fastme	data_highwgd_0.05_15_5	2.0	0.08014134	0.02472527	3121.0
6367	highwgd	0.05	15	5	manhattan_fastme	data_highwgd_0.05_15_5	0.0	0.0	0.0	3122.0
6368	highwgd	0.05	15	5	MEDALT	data_highwgd_0.05_15_5	7.0	0.2775308	0.1494505	3123.0
6369	highwgd	0.05	15	5	medicc	data_highwgd_0.05_15_5	0.0	0.0	0.0	3124.0
6370	highwgd	0.05	15	6	euclidean_nj	data_highwgd_0.05_15_6	14.0	0.2534037	0.1252747	3125.0
6371	highwgd	0.05	15	6	manhattan_nj	data_highwgd_0.05_15_6	12.0	0.2398292	0.1181319	3126.0
6372	highwgd	0.05	15	6	euclidean_fastme	data_highwgd_0.05_15_6	14.0	0.2933057	0.1362637	3127.0
6373	highwgd	0.05	15	6	manhattan_fastme	data_highwgd_0.05_15_6	10.0	0.2164424	0.1373626	3128.0
6374	highwgd	0.05	15	6	MEDALT	data_highwgd_0.05_15_6	6.0	0.1808277	0.0989011	3129.0
6375	highwgd	0.05	15	6	medicc	data_highwgd_0.05_15_6	0.0	0.0	0.0	3130.0
6376	highwgd	0.05	15	7	euclidean_nj	data_highwgd_0.05_15_7	10.0	0.2495377	0.1021978	3131.0
6377	highwgd	0.05	15	7	manhattan_nj	data_highwgd_0.05_15_7	12.0	0.2983373	0.1214286	3132.0
6378	highwgd	0.05	15	7	euclidean_fastme	data_highwgd_0.05_15_7	10.0	0.2495377	0.1021978	3133.0
6379	highwgd	0.05	15	7	manhattan_fastme	data_highwgd_0.05_15_7	10.0	0.302514	0.2461538	3134.0
6380	highwgd	0.05	15	7	MEDALT	data_highwgd_0.05_15_7	11.0	0.2988826	0.1714286	3135.0
6381	highwgd	0.05	15	7	medicc	data_highwgd_0.05_15_7	2.0	0.047172082	0.007142857	3136.0
6382	highwgd	0.05	15	8	euclidean_nj	data_highwgd_0.05_15_8	6.0	0.1901338	0.1648352	3137.0
6383	highwgd	0.05	15	8	manhattan_nj	data_highwgd_0.05_15_8	4.0	0.161436	0.1318681	3138.0
6384	highwgd	0.05	15	8	euclidean_fastme	data_highwgd_0.05_15_8	6.0	0.1901338	0.1648352	3139.0
6385	highwgd	0.05	15	8	manhattan_fastme	data_highwgd_0.05_15_8	4.0	0.1653705	0.1274725	3140.0
6386	highwgd	0.05	15	8	MEDALT	data_highwgd_0.05_15_8	10.0	0.2983942	0.1368132	3141.0
6387	highwgd	0.05	15	8	medicc	data_highwgd_0.05_15_8	4.0	0.11418792	0.05934066	3142.0
6388	highwgd	0.05	15	9	euclidean_nj	data_highwgd_0.05_15_9	2.0	0.050071696	0.007142857	3143.0
6389	highwgd	0.05	15	9	manhattan_nj	data_highwgd_0.05_15_9	0.0	0.0	0.0	3144.0
6390	highwgd	0.05	15	9	euclidean_fastme	data_highwgd_0.05_15_9	0.0	0.0	0.0	3145.0
6391	highwgd	0.05	15	9	manhattan_fastme	data_highwgd_0.05_15_9	4.0	0.12874112	0.05714286	3146.0
6392	highwgd	0.05	15	9	MEDALT	data_highwgd_0.05_15_9	13.0	0.401897	0.1912088	3147.0
6393	highwgd	0.05	15	9	medicc	data_highwgd_0.05_15_9	2.0	0.05455066	0.01318681	3148.0
6394	highwgd	0.05	20	0	euclidean_nj	data_highwgd_0.05_20_0	4.0	0.09046059	0.03675856	3149.0
6395	highwgd	0.05	20	0	manhattan_nj	data_highwgd_0.05_20_0	0.0	0.0	0.0	3150.0
6396	highwgd	0.05	20	0	euclidean_fastme	data_highwgd_0.05_20_0	4.0	0.09046059	0.03675856	3151.0
6397	highwgd	0.05	20	0	manhattan_fastme	data_highwgd_0.05_20_0	2.0	0.029387263	0.003007519	3152.0
6398	highwgd	0.05	20	0	MEDALT	data_highwgd_0.05_20_0	8.0	0.16427919	0.07585631	3153.0
6399	highwgd	0.05	20	0	medicc	data_highwgd_0.05_20_0	0.0	0.0	0.0	3154.0
6400	highwgd	0.05	20	1	euclidean_nj	data_highwgd_0.05_20_1	12.0	0.2630179	0.1911445	3155.0
6401	highwgd	0.05	20	1	manhattan_nj	data_highwgd_0.05_20_1	16.0	0.2664518	0.1560568	3156.0
6402	highwgd	0.05	20	1	euclidean_fastme	data_highwgd_0.05_20_1	12.0	0.2630179	0.1911445	3157.0
6403	highwgd	0.05	20	1	manhattan_fastme	data_highwgd_0.05_20_1	6.0	0.116287	0.1126149	3158.0
6404	highwgd	0.05	20	1	MEDALT	data_highwgd_0.05_20_1	14.0	0.291679	0.2215539	3159.0
6405	highwgd	0.05	20	1	medicc	data_highwgd_0.05_20_1	0.0	0.0	0.0	3160.0
6406	highwgd	0.05	20	10	euclidean_nj	data_highwgd_0.05_20_10	8.0	0.182903	0.1002506	3161.0
6407	highwgd	0.05	20	10	manhattan_nj	data_highwgd_0.05_20_10	4.0	0.11287079	0.05914787	3162.0
6408	highwgd	0.05	20	10	euclidean_fastme	data_highwgd_0.05_20_10	8.0	0.182903	0.1002506	3163.0
6409	highwgd	0.05	20	10	manhattan_fastme	data_highwgd_0.05_20_10	0.0	0.0	0.0	3164.0
6410	highwgd	0.05	20	10	MEDALT	data_highwgd_0.05_20_10	5.0	0.1660892	0.1162907	3165.0
6411	highwgd	0.05	20	10	medicc	data_highwgd_0.05_20_10	0.0	0.0	0.0	3166.0
6412	highwgd	0.05	20	11	euclidean_nj	data_highwgd_0.05_20_11	2.0	0.032615015	0.005680869	3167.0
6413	highwgd	0.05	20	11	manhattan_nj	data_highwgd_0.05_20_11	2.0	0.029972274	0.003007519	3168.0
6414	highwgd	0.05	20	11	euclidean_fastme	data_highwgd_0.05_20_11	4.0	0.062587289	0.008688388	3169.0
6415	highwgd	0.05	20	11	manhattan_fastme	data_highwgd_0.05_20_11	8.0	0.17931433	0.09590643	3170.0
6416	highwgd	0.05	20	11	MEDALT	data_highwgd_0.05_20_11	7.0	0.15092401	0.08788638	3171.0
6417	highwgd	0.05	20	11	medicc	data_highwgd_0.05_20_11	0.0	0.0	0.0	3172.0
6418	highwgd	0.05	20	12	euclidean_nj	data_highwgd_0.05_20_12	6.0	0.1371126	0.0962406	3173.0
6419	highwgd	0.05	20	12	manhattan_nj	data_highwgd_0.05_20_12	2.0	0.06816805	0.03675856	3174.0
6420	highwgd	0.05	20	12	euclidean_fastme	data_highwgd_0.05_20_12	4.0	0.0640026	0.04477861	3175.0
6421	highwgd	0.05	20	12	manhattan_fastme	data_highwgd_0.05_20_12	2.0	0.06816805	0.03675856	3176.0
6422	highwgd	0.05	20	12	MEDALT	data_highwgd_0.05_20_12	11.0	0.2472605	0.1179616	3177.0
6423	highwgd	0.05	20	12	medicc	data_highwgd_0.05_20_12	0.0	0.0	0.0	3178.0
6424	highwgd	0.05	20	13	euclidean_nj	data_highwgd_0.05_20_13	8.0	0.15603993	0.03542189	3179.0
6425	highwgd	0.05	20	13	manhattan_nj	data_highwgd_0.05_20_13	6.0	0.11002499	0.02038429	3180.0
6426	highwgd	0.05	20	13	euclidean_fastme	data_highwgd_0.05_20_13	4.0	0.1005975	0.0267335	3181.0
6427	highwgd	0.05	20	13	manhattan_fastme	data_highwgd_0.05_20_13	6.0	0.11002499	0.02038429	3182.0
6428	highwgd	0.05	20	13	MEDALT	data_highwgd_0.05_20_13	5.0	0.11606326	0.05380117	3183.0
6429	highwgd	0.05	20	13	medicc	data_highwgd_0.05_20_13	0.0	0.0	0.0	3184.0
6430	highwgd	0.05	20	14	euclidean_nj	data_highwgd_0.05_20_14	14.0	0.2929293	0.150543	3185.0
6431	highwgd	0.05	20	14	manhattan_nj	data_highwgd_0.05_20_14	14.0	0.2773283	0.1483709	3186.0
6432	highwgd	0.05	20	14	euclidean_fastme	data_highwgd_0.05_20_14	12.0	0.2453338	0.1343358	3187.0
6433	highwgd	0.05	20	14	manhattan_fastme	data_highwgd_0.05_20_14	10.0	0.17163161	0.09156224	3188.0
6434	highwgd	0.05	20	14	MEDALT	data_highwgd_0.05_20_14	11.0	0.2301568	0.1019215	3189.0
6435	highwgd	0.05	20	14	medicc	data_highwgd_0.05_20_14	4.0	0.09068592	0.03508772	3190.0
6436	highwgd	0.05	20	15	euclidean_nj	data_highwgd_0.05_20_15	2.0	0.032188878	0.003007519	3191.0
6437	highwgd	0.05	20	15	manhattan_nj	data_highwgd_0.05_20_15	0.0	0.0	0.0	3192.0
6438	highwgd	0.05	20	15	euclidean_fastme	data_highwgd_0.05_20_15	0.0	0.0	0.0	3193.0
6439	highwgd	0.05	20	15	manhattan_fastme	data_highwgd_0.05_20_15	6.0	0.14197511	0.02873851	3194.0
6440	highwgd	0.05	20	15	MEDALT	data_highwgd_0.05_20_15	10.0	0.234016	0.106934	3195.0
6441	highwgd	0.05	20	15	medicc	data_highwgd_0.05_20_15	0.0	0.0	0.0	3196.0
6442	highwgd	0.05	20	16	euclidean_nj	data_highwgd_0.05_20_16	4.0	0.1103655	0.06215539	3197.0
6443	highwgd	0.05	20	16	manhattan_nj	data_highwgd_0.05_20_16	4.0	0.11528736	0.06215539	3198.0
6444	highwgd	0.05	20	16	euclidean_fastme	data_highwgd_0.05_20_16	6.0	0.14683065	0.08220551	3199.0
6445	highwgd	0.05	20	16	manhattan_fastme	data_highwgd_0.05_20_16	14.0	0.3142213	0.1343358	3200.0
6446	highwgd	0.05	20	16	MEDALT	data_highwgd_0.05_20_16	8.0	0.1939423	0.1247285	3201.0
6447	highwgd	0.05	20	16	medicc	data_highwgd_0.05_20_16	4.0	0.10835873	0.02907268	3202.0
6448	highwgd	0.05	20	17	euclidean_nj	data_highwgd_0.05_20_17	4.0	0.11530165	0.05580618	3203.0
6449	highwgd	0.05	20	17	manhattan_nj	data_highwgd_0.05_20_17	2.0	0.0439159	0.0106934	3204.0
6450	highwgd	0.05	20	17	euclidean_fastme	data_highwgd_0.05_20_17	2.0	0.0439159	0.0106934	3205.0
6451	highwgd	0.05	20	17	manhattan_fastme	data_highwgd_0.05_20_17	6.0	0.12090126	0.06750209	3206.0
6452	highwgd	0.05	20	17	MEDALT	data_highwgd_0.05_20_17	9.0	0.2326985	0.1171261	3207.0
6453	highwgd	0.05	20	17	medicc	data_highwgd_0.05_20_17	0.0	0.0	0.0	3208.0
6454	highwgd	0.05	20	18	euclidean_nj	data_highwgd_0.05_20_18	4.0	0.09056982	0.02439432	3209.0
6455	highwgd	0.05	20	18	manhattan_nj	data_highwgd_0.05_20_18	4.0	0.09056982	0.02439432	3210.0
6456	highwgd	0.05	20	18	euclidean_fastme	data_highwgd_0.05_20_18	6.0	0.12209011	0.02740184	3211.0
6457	highwgd	0.05	20	18	manhattan_fastme	data_highwgd_0.05_20_18	10.0	0.17476775	0.09055973	3212.0
6458	highwgd	0.05	20	18	MEDALT	data_highwgd_0.05_20_18	8.0	0.1770719	0.1139515	3213.0
6459	highwgd	0.05	20	18	medicc	data_highwgd_0.05_20_18	2.0	0.033901501	0.005680869	3214.0
6460	highwgd	0.05	20	19	euclidean_nj	data_highwgd_0.05_20_19	14.0	0.2699629	0.1042607	3215.0
6461	highwgd	0.05	20	19	manhattan_nj	data_highwgd_0.05_20_19	12.0	0.2557507	0.1680869	3216.0
6462	highwgd	0.05	20	19	euclidean_fastme	data_highwgd_0.05_20_19	6.0	0.08230488	0.02974102	3217.0
6463	highwgd	0.05	20	19	manhattan_fastme	data_highwgd_0.05_20_19	0.0	0.0	0.0	3218.0
6464	highwgd	0.05	20	19	MEDALT	data_highwgd_0.05_20_19	16.0	0.2756574	0.1062657	3219.0
6465	highwgd	0.05	20	19	medicc	data_highwgd_0.05_20_19	2.0	0.04363344	0.01503759	3220.0
6466	highwgd	0.05	20	2	euclidean_nj	data_highwgd_0.05_20_2	4.0	0.08025689	0.0481203	3221.0
6467	highwgd	0.05	20	2	manhattan_nj	data_highwgd_0.05_20_2	2.0	0.05665686	0.04010025	3222.0
6468	highwgd	0.05	20	2	euclidean_fastme	data_highwgd_0.05_20_2	6.0	0.13115495	0.06315789	3223.0
6469	highwgd	0.05	20	2	manhattan_fastme	data_highwgd_0.05_20_2	2.0	0.05665686	0.04010025	3224.0
6470	highwgd	0.05	20	2	MEDALT	data_highwgd_0.05_20_2	16.0	0.317727	0.2025063	3225.0
6471	highwgd	0.05	20	2	medicc	data_highwgd_0.05_20_2	2.0	0.07028274	0.05513784	3226.0
6472	highwgd	0.05	20	20	euclidean_nj	data_highwgd_0.05_20_20	6.0	0.12993536	0.08120301	3227.0
6473	highwgd	0.05	20	20	manhattan_nj	data_highwgd_0.05_20_20	0.0	0.0	0.0	3228.0
6474	highwgd	0.05	20	20	euclidean_fastme	data_highwgd_0.05_20_20	6.0	0.12993536	0.08120301	3229.0
6475	highwgd	0.05	20	20	manhattan_fastme	data_highwgd_0.05_20_20	2.0	0.031998518	0.003007519	3230.0
6476	highwgd	0.05	20	20	MEDALT	data_highwgd_0.05_20_20	11.0	0.2653178	0.1615706	3231.0
