	WGD	Rate	Number of Leaves	n	Method	Distance
6599	No WGD	0.075	5	5	MEDICC2	0
6600	No WGD	0.01	15	15	Euclidean NJ	4
6601	No WGD	0.01	15	15	Euclidean Min. Ev.	4
6602	No WGD	0.01	15	15	Manhattan NJ	4
6603	No WGD	0.01	15	15	Manhattan Min. Ev.	4
6604	No WGD	0.01	15	15	MEDALT	10
6605	No WGD	0.01	15	15	MEDICC2	0
6606	Low WGD	0.05	10	17	Euclidean NJ	2
6607	Low WGD	0.05	10	17	Euclidean Min. Ev.	2
6608	Low WGD	0.05	10	17	Manhattan NJ	0
6609	Low WGD	0.05	10	17	Manhattan Min. Ev.	2
6610	Low WGD	0.05	10	17	MEDALT	7
6611	Low WGD	0.05	10	17	MEDICC2	0
6612	No WGD	0.1	15	2	Euclidean NJ	2
6613	No WGD	0.1	15	2	Euclidean Min. Ev.	4
6614	No WGD	0.1	15	2	Manhattan NJ	0
6615	No WGD	0.1	15	2	Manhattan Min. Ev.	4
6616	No WGD	0.1	15	2	MEDALT	11
6617	No WGD	0.1	15	2	MEDICC2	4
6618	Low WGD	0.1	5	7	Euclidean NJ	4
6619	Low WGD	0.1	5	7	Euclidean Min. Ev.	4
6620	Low WGD	0.1	5	7	Manhattan NJ	4
6621	Low WGD	0.1	5	7	Manhattan Min. Ev.	4
6622	Low WGD	0.1	5	7	MEDALT	1
6623	Low WGD	0.1	5	7	MEDICC2	0
6624	Low WGD	0.05	50	5	Euclidean NJ	32
6625	Low WGD	0.05	50	5	Euclidean Min. Ev.	32
6626	Low WGD	0.05	50	5	Manhattan NJ	14
6627	Low WGD	0.05	50	5	Manhattan Min. Ev.	32
6628	Low WGD	0.05	50	5	MEDALT	41
6629	Low WGD	0.05	50	5	MEDICC2	10
6630	No WGD	0.075	3	0	Euclidean NJ	0
6631	No WGD	0.075	3	0	Euclidean Min. Ev.	0
6632	No WGD	0.075	3	0	Manhattan NJ	0
6633	No WGD	0.075	3	0	Manhattan Min. Ev.	0
6634	No WGD	0.075	3	0	MEDALT	0
6635	No WGD	0.075	3	0	MEDICC2	0
6636	No WGD	0.01	5	6	Euclidean NJ	0
6637	No WGD	0.01	5	6	Euclidean Min. Ev.	2
6638	No WGD	0.01	5	6	Manhattan NJ	0
6639	No WGD	0.01	5	6	Manhattan Min. Ev.	2
6640	No WGD	0.01	5	6	MEDALT	2
6641	No WGD	0.01	5	6	MEDICC2	2
6642	Low WGD	0.01	100	5	Euclidean NJ	48
6643	Low WGD	0.01	100	5	Euclidean Min. Ev.	52
6644	Low WGD	0.01	100	5	Manhattan NJ	44
6645	Low WGD	0.01	100	5	Manhattan Min. Ev.	52
6646	Low WGD	0.01	100	5	MEDALT	65
6647	Low WGD	0.01	100	5	MEDICC2	34
6648	No WGD	0.01	5	16	Euclidean NJ	4
6649	No WGD	0.01	5	16	Euclidean Min. Ev.	4
6650	No WGD	0.01	5	16	Manhattan NJ	4
6651	No WGD	0.01	5	16	Manhattan Min. Ev.	4
6652	No WGD	0.01	5	16	MEDALT	4
6653	No WGD	0.01	5	16	MEDICC2	4
6654	No WGD	0.05	3	20	Euclidean NJ	0
6655	No WGD	0.05	3	20	Euclidean Min. Ev.	0
6656	No WGD	0.05	3	20	Manhattan NJ	0
6657	No WGD	0.05	3	20	Manhattan Min. Ev.	0
6658	No WGD	0.05	3	20	MEDALT	1
6659	No WGD	0.05	3	20	MEDICC2	0
6660	High WGD	0.025	10	7	Euclidean NJ	2
6661	High WGD	0.025	10	7	Euclidean Min. Ev.	0
6662	High WGD	0.025	10	7	Manhattan NJ	0
6663	High WGD	0.025	10	7	Manhattan Min. Ev.	0
6664	High WGD	0.025	10	7	MEDALT	8
6665	High WGD	0.025	10	7	MEDICC2	0
6666	Low WGD	0.05	5	2	Euclidean NJ	0
6667	Low WGD	0.05	5	2	Euclidean Min. Ev.	0
6668	Low WGD	0.05	5	2	Manhattan NJ	0
6669	Low WGD	0.05	5	2	Manhattan Min. Ev.	0
6670	Low WGD	0.05	5	2	MEDALT	3
6671	Low WGD	0.05	5	2	MEDICC2	0
6672	Low WGD	0.025	5	17	Euclidean NJ	2
6673	Low WGD	0.025	5	17	Euclidean Min. Ev.	2
6674	Low WGD	0.025	5	17	Manhattan NJ	2
6675	Low WGD	0.025	5	17	Manhattan Min. Ev.	2
6676	Low WGD	0.025	5	17	MEDALT	3
6677	Low WGD	0.025	5	17	MEDICC2	0
6678	No WGD	0.1	3	0	Euclidean NJ	0
6679	No WGD	0.1	3	0	Euclidean Min. Ev.	0
6680	No WGD	0.1	3	0	Manhattan NJ	0
6681	No WGD	0.1	3	0	Manhattan Min. Ev.	0
6682	No WGD	0.1	3	0	MEDALT	1
6683	No WGD	0.1	3	0	MEDICC2	0
6684	No WGD	0.1	10	17	Euclidean NJ	0
6685	No WGD	0.1	10	17	Euclidean Min. Ev.	0
6686	No WGD	0.1	10	17	Manhattan NJ	0
6687	No WGD	0.1	10	17	Manhattan Min. Ev.	0
6688	No WGD	0.1	10	17	MEDALT	8
6689	No WGD	0.1	10	17	MEDICC2	0
6690	High WGD	0.01	20	3	Euclidean NJ	8
6691	High WGD	0.01	20	3	Euclidean Min. Ev.	10
6692	High WGD	0.01	20	3	Manhattan NJ	8
6693	High WGD	0.01	20	3	Manhattan Min. Ev.	10
6694	High WGD	0.01	20	3	MEDALT	11
6695	High WGD	0.01	20	3	MEDICC2	4
6696	No WGD	0.075	3	6	Euclidean NJ	0
6697	No WGD	0.075	3	6	Euclidean Min. Ev.	0
6698	No WGD	0.075	3	6	Manhattan NJ	0
6699	No WGD	0.075	3	6	Manhattan Min. Ev.	0
6700	No WGD	0.075	3	6	MEDALT	2
6701	No WGD	0.075	3	6	MEDICC2	0
6702	Low WGD	0.1	15	5	Euclidean NJ	0
6703	Low WGD	0.1	15	5	Euclidean Min. Ev.	0
6704	Low WGD	0.1	15	5	Manhattan NJ	0
6705	Low WGD	0.1	15	5	Manhattan Min. Ev.	0
6706	Low WGD	0.1	15	5	MEDALT	13
6707	Low WGD	0.1	15	5	MEDICC2	0
6708	Low WGD	0.01	20	13	Euclidean NJ	10
6709	Low WGD	0.01	20	13	Euclidean Min. Ev.	10
6710	Low WGD	0.01	20	13	Manhattan NJ	8
6711	Low WGD	0.01	20	13	Manhattan Min. Ev.	10
6712	Low WGD	0.01	20	13	MEDALT	12
6713	Low WGD	0.01	20	13	MEDICC2	4
6714	No WGD	0.01	5	2	Euclidean NJ	0
6715	No WGD	0.01	5	2	Euclidean Min. Ev.	0
6716	No WGD	0.01	5	2	Manhattan NJ	0
6717	No WGD	0.01	5	2	Manhattan Min. Ev.	0
6718	No WGD	0.01	5	2	MEDALT	1
6719	No WGD	0.01	5	2	MEDICC2	0
6720	High WGD	0.025	15	6	Euclidean NJ	2
6721	High WGD	0.025	15	6	Euclidean Min. Ev.	2
6722	High WGD	0.025	15	6	Manhattan NJ	2
6723	High WGD	0.025	15	6	Manhattan Min. Ev.	2
6724	High WGD	0.025	15	6	MEDALT	12
6725	High WGD	0.025	15	6	MEDICC2	4
6726	No WGD	0.01	15	4	Euclidean NJ	8
6727	No WGD	0.01	15	4	Euclidean Min. Ev.	8
6728	No WGD	0.01	15	4	Manhattan NJ	6
6729	No WGD	0.01	15	4	Manhattan Min. Ev.	8
6730	No WGD	0.01	15	4	MEDALT	8
6731	No WGD	0.01	15	4	MEDICC2	0
6732	Low WGD	0.05	500	11	Euclidean NJ	400
6733	Low WGD	0.05	500	11	Euclidean Min. Ev.	280
6734	Low WGD	0.05	500	11	Manhattan NJ	292
6735	Low WGD	0.05	500	11	Manhattan Min. Ev.	280
6736	Low WGD	0.05	500	11	MEDALT	444
6737	Low WGD	0.05	500	11	MEDICC2	282
6738	No WGD	0.1	20	8	Euclidean NJ	8
6739	No WGD	0.1	20	8	Euclidean Min. Ev.	10
6740	No WGD	0.1	20	8	Manhattan NJ	6
6741	No WGD	0.1	20	8	Manhattan Min. Ev.	10
6742	No WGD	0.1	20	8	MEDALT	14
6743	No WGD	0.1	20	8	MEDICC2	8
6744	Low WGD	0.025	15	23	Euclidean NJ	2
6745	Low WGD	0.025	15	23	Euclidean Min. Ev.	2
6746	Low WGD	0.025	15	23	Manhattan NJ	0
6747	Low WGD	0.025	15	23	Manhattan Min. Ev.	2
6748	Low WGD	0.025	15	23	MEDALT	12
6749	Low WGD	0.025	15	23	MEDICC2	0
6750	Low WGD	0.025	500	15	Euclidean NJ	276
6751	Low WGD	0.025	500	15	Euclidean Min. Ev.	192
6752	Low WGD	0.025	500	15	Manhattan NJ	192
6753	Low WGD	0.025	500	15	Manhattan Min. Ev.	192
6754	Low WGD	0.025	500	15	MEDALT	427
6755	Low WGD	0.025	500	15	MEDICC2	150
6756	No WGD	0.05	5	7	Euclidean NJ	0
6757	No WGD	0.05	5	7	Euclidean Min. Ev.	0
6758	No WGD	0.05	5	7	Manhattan NJ	0
6759	No WGD	0.05	5	7	Manhattan Min. Ev.	0
6760	No WGD	0.05	5	7	MEDALT	2
6761	No WGD	0.05	5	7	MEDICC2	0
6762	Low WGD	0.1	3	10	Euclidean NJ	0
6763	Low WGD	0.1	3	10	Euclidean Min. Ev.	0
6764	Low WGD	0.1	3	10	Manhattan NJ	0
6765	Low WGD	0.1	3	10	Manhattan Min. Ev.	0
6766	Low WGD	0.1	3	10	MEDALT	1
6767	Low WGD	0.1	3	10	MEDICC2	0
6768	High WGD	0.025	20	22	Euclidean NJ	6
6769	High WGD	0.025	20	22	Euclidean Min. Ev.	4
6770	High WGD	0.025	20	22	Manhattan NJ	8
6771	High WGD	0.025	20	22	Manhattan Min. Ev.	4
6772	High WGD	0.025	20	22	MEDALT	13
6773	High WGD	0.025	20	22	MEDICC2	0
6774	Low WGD	0.05	10	0	Euclidean NJ	4
6775	Low WGD	0.05	10	0	Euclidean Min. Ev.	4
6776	Low WGD	0.05	10	0	Manhattan NJ	2
6777	Low WGD	0.05	10	0	Manhattan Min. Ev.	4
6778	Low WGD	0.05	10	0	MEDALT	9
6779	Low WGD	0.05	10	0	MEDICC2	2
6780	High WGD	0.075	5	9	Euclidean NJ	0
6781	High WGD	0.075	5	9	Euclidean Min. Ev.	0
6782	High WGD	0.075	5	9	Manhattan NJ	0
6783	High WGD	0.075	5	9	Manhattan Min. Ev.	0
6784	High WGD	0.075	5	9	MEDALT	3
6785	High WGD	0.075	5	9	MEDICC2	0
6786	Low WGD	0.1	5	12	Euclidean NJ	0
6787	Low WGD	0.1	5	12	Euclidean Min. Ev.	0
6788	Low WGD	0.1	5	12	Manhattan NJ	0
6789	Low WGD	0.1	5	12	Manhattan Min. Ev.	0
6790	Low WGD	0.1	5	12	MEDALT	3
6791	Low WGD	0.1	5	12	MEDICC2	0
6792	Low WGD	0.05	500	18	Euclidean NJ	418
6793	Low WGD	0.05	500	18	Euclidean Min. Ev.	278
6794	Low WGD	0.05	500	18	Manhattan NJ	292
6795	Low WGD	0.05	500	18	Manhattan Min. Ev.	278
6796	Low WGD	0.05	500	18	MEDALT	447
6797	Low WGD	0.05	500	18	MEDICC2	248
6798	No WGD	0.01	15	23	Euclidean NJ	6
6799	No WGD	0.01	15	23	Euclidean Min. Ev.	6
6800	No WGD	0.01	15	23	Manhattan NJ	4
6801	No WGD	0.01	15	23	Manhattan Min. Ev.	6
6802	No WGD	0.01	15	23	MEDALT	11
6803	No WGD	0.01	15	23	MEDICC2	4
6804	No WGD	0.01	5	19	Euclidean NJ	2
6805	No WGD	0.01	5	19	Euclidean Min. Ev.	2
6806	No WGD	0.01	5	19	Manhattan NJ	0
6807	No WGD	0.01	5	19	Manhattan Min. Ev.	2
6808	No WGD	0.01	5	19	MEDALT	1
6809	No WGD	0.01	5	19	MEDICC2	0
6810	Low WGD	0.1	3	5	Euclidean NJ	0
6811	Low WGD	0.1	3	5	Euclidean Min. Ev.	0
6812	Low WGD	0.1	3	5	Manhattan NJ	0
6813	Low WGD	0.1	3	5	Manhattan Min. Ev.	0
6814	Low WGD	0.1	3	5	MEDALT	1
6815	Low WGD	0.1	3	5	MEDICC2	0
6816	High WGD	0.01	5	9	Euclidean NJ	0
6817	High WGD	0.01	5	9	Euclidean Min. Ev.	2
6818	High WGD	0.01	5	9	Manhattan NJ	2
6819	High WGD	0.01	5	9	Manhattan Min. Ev.	2
6820	High WGD	0.01	5	9	MEDALT	4
6821	High WGD	0.01	5	9	MEDICC2	2
6822	Low WGD	0.01	50	1	Euclidean NJ	30
6823	Low WGD	0.01	50	1	Euclidean Min. Ev.	26
6824	Low WGD	0.01	50	1	Manhattan NJ	14
6825	Low WGD	0.01	50	1	Manhattan Min. Ev.	26
6826	Low WGD	0.01	50	1	MEDALT	40
6827	Low WGD	0.01	50	1	MEDICC2	16
6828	Low WGD	0.025	50	2	Euclidean NJ	22
6829	Low WGD	0.025	50	2	Euclidean Min. Ev.	20
6830	Low WGD	0.025	50	2	Manhattan NJ	12
6831	Low WGD	0.025	50	2	Manhattan Min. Ev.	20
6832	Low WGD	0.025	50	2	MEDALT	35
6833	Low WGD	0.025	50	2	MEDICC2	8
6834	Low WGD	0.1	3	17	Euclidean NJ	0
6835	Low WGD	0.1	3	17	Euclidean Min. Ev.	0
6836	Low WGD	0.1	3	17	Manhattan NJ	0
6837	Low WGD	0.1	3	17	Manhattan Min. Ev.	0
6838	Low WGD	0.1	3	17	MEDALT	1
6839	Low WGD	0.1	3	17	MEDICC2	0
6840	Low WGD	0.1	3	21	Euclidean NJ	0
6841	Low WGD	0.1	3	21	Euclidean Min. Ev.	0
6842	Low WGD	0.1	3	21	Manhattan NJ	0
6843	Low WGD	0.1	3	21	Manhattan Min. Ev.	0
6844	Low WGD	0.1	3	21	MEDALT	1
6845	Low WGD	0.1	3	21	MEDICC2	0
6846	High WGD	0.075	3	6	Euclidean NJ	0
6847	High WGD	0.075	3	6	Euclidean Min. Ev.	0
6848	High WGD	0.075	3	6	Manhattan NJ	0
6849	High WGD	0.075	3	6	Manhattan Min. Ev.	0
6850	High WGD	0.075	3	6	MEDALT	0
6851	High WGD	0.075	3	6	MEDICC2	0
6852	Low WGD	0.1	3	22	Euclidean NJ	0
6853	Low WGD	0.1	3	22	Euclidean Min. Ev.	0
6854	Low WGD	0.1	3	22	Manhattan NJ	0
6855	Low WGD	0.1	3	22	Manhattan Min. Ev.	0
6856	Low WGD	0.1	3	22	MEDALT	1
6857	Low WGD	0.1	3	22	MEDICC2	0
6858	Low WGD	0.01	3	1	Euclidean NJ	0
6859	Low WGD	0.01	3	1	Euclidean Min. Ev.	0
6860	Low WGD	0.01	3	1	Manhattan NJ	0
6861	Low WGD	0.01	3	1	Manhattan Min. Ev.	0
6862	Low WGD	0.01	3	1	MEDALT	-1
6863	Low WGD	0.01	3	1	MEDICC2	2
6864	No WGD	0.075	20	1	Euclidean NJ	12
6865	No WGD	0.075	20	1	Euclidean Min. Ev.	12
6866	No WGD	0.075	20	1	Manhattan NJ	4
6867	No WGD	0.075	20	1	Manhattan Min. Ev.	12
6868	No WGD	0.075	20	1	MEDALT	17
6869	No WGD	0.075	20	1	MEDICC2	0
6870	High WGD	0.025	20	2	Euclidean NJ	2
6871	High WGD	0.025	20	2	Euclidean Min. Ev.	2
6872	High WGD	0.025	20	2	Manhattan NJ	2
6873	High WGD	0.025	20	2	Manhattan Min. Ev.	2
6874	High WGD	0.025	20	2	MEDALT	14
6875	High WGD	0.025	20	2	MEDICC2	2
6876	High WGD	0.01	20	18	Euclidean NJ	6
6877	High WGD	0.01	20	18	Euclidean Min. Ev.	6
6878	High WGD	0.01	20	18	Manhattan NJ	6
6879	High WGD	0.01	20	18	Manhattan Min. Ev.	6
6880	High WGD	0.01	20	18	MEDALT	11
6881	High WGD	0.01	20	18	MEDICC2	6
6882	No WGD	0.025	3	23	Euclidean NJ	0
6883	No WGD	0.025	3	23	Euclidean Min. Ev.	0
6884	No WGD	0.025	3	23	Manhattan NJ	0
6885	No WGD	0.025	3	23	Manhattan Min. Ev.	0
6886	No WGD	0.025	3	23	MEDALT	1
6887	No WGD	0.025	3	23	MEDICC2	0
6888	No WGD	0.1	5	21	Euclidean NJ	0
6889	No WGD	0.1	5	21	Euclidean Min. Ev.	0
6890	No WGD	0.1	5	21	Manhattan NJ	0
6891	No WGD	0.1	5	21	Manhattan Min. Ev.	0
6892	No WGD	0.1	5	21	MEDALT	3
6893	No WGD	0.1	5	21	MEDICC2	0
6894	High WGD	0.1	5	0	Euclidean NJ	0
6895	High WGD	0.1	5	0	Euclidean Min. Ev.	0
6896	High WGD	0.1	5	0	Manhattan NJ	0
6897	High WGD	0.1	5	0	Manhattan Min. Ev.	0
6898	High WGD	0.1	5	0	MEDALT	3
6899	High WGD	0.1	5	0	MEDICC2	0
6900	No WGD	0.01	3	20	Euclidean NJ	0
6901	No WGD	0.01	3	20	Euclidean Min. Ev.	0
6902	No WGD	0.01	3	20	Manhattan NJ	0
6903	No WGD	0.01	3	20	Manhattan Min. Ev.	0
6904	No WGD	0.01	3	20	MEDALT	0
6905	No WGD	0.01	3	20	MEDICC2	0
6906	No WGD	0.05	10	24	Euclidean NJ	2
6907	No WGD	0.05	10	24	Euclidean Min. Ev.	2
6908	No WGD	0.05	10	24	Manhattan NJ	0
6909	No WGD	0.05	10	24	Manhattan Min. Ev.	2
6910	No WGD	0.05	10	24	MEDALT	6
6911	No WGD	0.05	10	24	MEDICC2	0
6912	No WGD	0.075	20	6	Euclidean NJ	4
6913	No WGD	0.075	20	6	Euclidean Min. Ev.	4
6914	No WGD	0.075	20	6	Manhattan NJ	0
6915	No WGD	0.075	20	6	Manhattan Min. Ev.	4
6916	No WGD	0.075	20	6	MEDALT	16
6917	No WGD	0.075	20	6	MEDICC2	2
6918	High WGD	0.05	10	1	Euclidean NJ	0
6919	High WGD	0.05	10	1	Euclidean Min. Ev.	0
6920	High WGD	0.05	10	1	Manhattan NJ	0
6921	High WGD	0.05	10	1	Manhattan Min. Ev.	0
6922	High WGD	0.05	10	1	MEDALT	7
6923	High WGD	0.05	10	1	MEDICC2	0
6924	Low WGD	0.01	500	11	Euclidean NJ	388
6925	Low WGD	0.01	500	11	Euclidean Min. Ev.	288
6926	Low WGD	0.01	500	11	Manhattan NJ	238
6927	Low WGD	0.01	500	11	Manhattan Min. Ev.	288
6928	Low WGD	0.01	500	11	MEDALT	398
6929	Low WGD	0.01	500	11	MEDICC2	246
6930	Low WGD	0.01	500	0	Euclidean NJ	322
6931	Low WGD	0.01	500	0	Euclidean Min. Ev.	250
6932	Low WGD	0.01	500	0	Manhattan NJ	230
6933	Low WGD	0.01	500	0	Manhattan Min. Ev.	250
6934	Low WGD	0.01	500	0	MEDALT	425
6935	Low WGD	0.01	500	0	MEDICC2	208
6936	Low WGD	0.05	10	9	Euclidean NJ	2
6937	Low WGD	0.05	10	9	Euclidean Min. Ev.	2
6938	Low WGD	0.05	10	9	Manhattan NJ	0
6939	Low WGD	0.05	10	9	Manhattan Min. Ev.	2
6940	Low WGD	0.05	10	9	MEDALT	10
6941	Low WGD	0.05	10	9	MEDICC2	0
6942	High WGD	0.1	20	17	Euclidean NJ	10
6943	High WGD	0.1	20	17	Euclidean Min. Ev.	10
6944	High WGD	0.1	20	17	Manhattan NJ	6
6945	High WGD	0.1	20	17	Manhattan Min. Ev.	10
6946	High WGD	0.1	20	17	MEDALT	14
6947	High WGD	0.1	20	17	MEDICC2	4
6948	No WGD	0.1	15	21	Euclidean NJ	2
6949	No WGD	0.1	15	21	Euclidean Min. Ev.	0
6950	No WGD	0.1	15	21	Manhattan NJ	2
6951	No WGD	0.1	15	21	Manhattan Min. Ev.	0
6952	No WGD	0.1	15	21	MEDALT	11
6953	No WGD	0.1	15	21	MEDICC2	0
6954	No WGD	0.025	10	17	Euclidean NJ	4
6955	No WGD	0.025	10	17	Euclidean Min. Ev.	4
6956	No WGD	0.025	10	17	Manhattan NJ	0
6957	No WGD	0.025	10	17	Manhattan Min. Ev.	4
6958	No WGD	0.025	10	17	MEDALT	8
6959	No WGD	0.025	10	17	MEDICC2	0
6960	Low WGD	0.05	15	6	Euclidean NJ	2
6961	Low WGD	0.05	15	6	Euclidean Min. Ev.	2
6962	Low WGD	0.05	15	6	Manhattan NJ	0
6963	Low WGD	0.05	15	6	Manhattan Min. Ev.	2
6964	Low WGD	0.05	15	6	MEDALT	10
6965	Low WGD	0.05	15	6	MEDICC2	0
6966	Low WGD	0.05	20	16	Euclidean NJ	18
6967	Low WGD	0.05	20	16	Euclidean Min. Ev.	18
6968	Low WGD	0.05	20	16	Manhattan NJ	8
6969	Low WGD	0.05	20	16	Manhattan Min. Ev.	18
6970	Low WGD	0.05	20	16	MEDALT	15
6971	Low WGD	0.05	20	16	MEDICC2	4
6972	High WGD	0.025	3	13	Euclidean NJ	0
6973	High WGD	0.025	3	13	Euclidean Min. Ev.	0
6974	High WGD	0.025	3	13	Manhattan NJ	0
6975	High WGD	0.025	3	13	Manhattan Min. Ev.	0
6976	High WGD	0.025	3	13	MEDALT	0
6977	High WGD	0.025	3	13	MEDICC2	0
6978	Low WGD	0.05	20	7	Euclidean NJ	6
6979	Low WGD	0.05	20	7	Euclidean Min. Ev.	6
6980	Low WGD	0.05	20	7	Manhattan NJ	4
6981	Low WGD	0.05	20	7	Manhattan Min. Ev.	6
6982	Low WGD	0.05	20	7	MEDALT	16
6983	Low WGD	0.05	20	7	MEDICC2	4
6984	Low WGD	0.025	20	24	Euclidean NJ	4
6985	Low WGD	0.025	20	24	Euclidean Min. Ev.	6
6986	Low WGD	0.025	20	24	Manhattan NJ	4
6987	Low WGD	0.025	20	24	Manhattan Min. Ev.	6
6988	Low WGD	0.025	20	24	MEDALT	15
6989	Low WGD	0.025	20	24	MEDICC2	4
6990	High WGD	0.1	20	18	Euclidean NJ	18
6991	High WGD	0.1	20	18	Euclidean Min. Ev.	10
6992	High WGD	0.1	20	18	Manhattan NJ	6
6993	High WGD	0.1	20	18	Manhattan Min. Ev.	10
6994	High WGD	0.1	20	18	MEDALT	14
6995	High WGD	0.1	20	18	MEDICC2	0
6996	High WGD	0.075	20	3	Euclidean NJ	10
6997	High WGD	0.075	20	3	Euclidean Min. Ev.	8
6998	High WGD	0.075	20	3	Manhattan NJ	8
6999	High WGD	0.075	20	3	Manhattan Min. Ev.	8
7000	High WGD	0.075	20	3	MEDALT	16
7001	High WGD	0.075	20	3	MEDICC2	6
7002	Low WGD	0.075	10	15	Euclidean NJ	4
7003	Low WGD	0.075	10	15	Euclidean Min. Ev.	4
7004	Low WGD	0.075	10	15	Manhattan NJ	2
7005	Low WGD	0.075	10	15	Manhattan Min. Ev.	4
7006	Low WGD	0.075	10	15	MEDALT	8
7007	Low WGD	0.075	10	15	MEDICC2	0
7008	Low WGD	0.01	100	2	Euclidean NJ	54
7009	Low WGD	0.01	100	2	Euclidean Min. Ev.	38
7010	Low WGD	0.01	100	2	Manhattan NJ	46
7011	Low WGD	0.01	100	2	Manhattan Min. Ev.	38
7012	Low WGD	0.01	100	2	MEDALT	81
7013	Low WGD	0.01	100	2	MEDICC2	28
7014	No WGD	0.1	3	24	Euclidean NJ	0
7015	No WGD	0.1	3	24	Euclidean Min. Ev.	0
7016	No WGD	0.1	3	24	Manhattan NJ	0
7017	No WGD	0.1	3	24	Manhattan Min. Ev.	0
7018	No WGD	0.1	3	24	MEDALT	1
7019	No WGD	0.1	3	24	MEDICC2	0
7020	High WGD	0.05	3	1	Euclidean NJ	0
7021	High WGD	0.05	3	1	Euclidean Min. Ev.	0
7022	High WGD	0.05	3	1	Manhattan NJ	0
7023	High WGD	0.05	3	1	Manhattan Min. Ev.	0
7024	High WGD	0.05	3	1	MEDALT	0
7025	High WGD	0.05	3	1	MEDICC2	0
7026	High WGD	0.025	15	9	Euclidean NJ	6
7027	High WGD	0.025	15	9	Euclidean Min. Ev.	4
7028	High WGD	0.025	15	9	Manhattan NJ	0
7029	High WGD	0.025	15	9	Manhattan Min. Ev.	4
7030	High WGD	0.025	15	9	MEDALT	9
7031	High WGD	0.025	15	9	MEDICC2	2
7032	No WGD	0.075	5	19	Euclidean NJ	2
7033	No WGD	0.075	5	19	Euclidean Min. Ev.	2
7034	No WGD	0.075	5	19	Manhattan NJ	0
7035	No WGD	0.075	5	19	Manhattan Min. Ev.	2
7036	No WGD	0.075	5	19	MEDALT	3
7037	No WGD	0.075	5	19	MEDICC2	0
7038	No WGD	0.025	20	5	Euclidean NJ	4
7039	No WGD	0.025	20	5	Euclidean Min. Ev.	6
7040	No WGD	0.025	20	5	Manhattan NJ	0
7041	No WGD	0.025	20	5	Manhattan Min. Ev.	6
7042	No WGD	0.025	20	5	MEDALT	15
7043	No WGD	0.025	20	5	MEDICC2	2
7044	Low WGD	0.025	15	10	Euclidean NJ	2
7045	Low WGD	0.025	15	10	Euclidean Min. Ev.	4
7046	Low WGD	0.025	15	10	Manhattan NJ	2
7047	Low WGD	0.025	15	10	Manhattan Min. Ev.	4
7048	Low WGD	0.025	15	10	MEDALT	10
7049	Low WGD	0.025	15	10	MEDICC2	2
7050	Low WGD	0.075	20	23	Euclidean NJ	0
7051	Low WGD	0.075	20	23	Euclidean Min. Ev.	0
7052	Low WGD	0.075	20	23	Manhattan NJ	0
7053	Low WGD	0.075	20	23	Manhattan Min. Ev.	0
7054	Low WGD	0.075	20	23	MEDALT	17
7055	Low WGD	0.075	20	23	MEDICC2	2
7056	No WGD	0.1	5	11	Euclidean NJ	2
7057	No WGD	0.1	5	11	Euclidean Min. Ev.	2
7058	No WGD	0.1	5	11	Manhattan NJ	0
7059	No WGD	0.1	5	11	Manhattan Min. Ev.	2
7060	No WGD	0.1	5	11	MEDALT	3
7061	No WGD	0.1	5	11	MEDICC2	0
7062	Low WGD	0.05	250	24	Euclidean NJ	140
7063	Low WGD	0.05	250	24	Euclidean Min. Ev.	102
7064	Low WGD	0.05	250	24	Manhattan NJ	108
7065	Low WGD	0.05	250	24	Manhattan Min. Ev.	102
7066	Low WGD	0.05	250	24	MEDALT	228
7067	Low WGD	0.05	250	24	MEDICC2	106
7068	Low WGD	0.01	10	1	Euclidean NJ	0
7069	Low WGD	0.01	10	1	Euclidean Min. Ev.	2
7070	Low WGD	0.01	10	1	Manhattan NJ	0
7071	Low WGD	0.01	10	1	Manhattan Min. Ev.	2
7072	Low WGD	0.01	10	1	MEDALT	4
7073	Low WGD	0.01	10	1	MEDICC2	0
7074	Low WGD	0.075	15	2	Euclidean NJ	2
7075	Low WGD	0.075	15	2	Euclidean Min. Ev.	2
7076	Low WGD	0.075	15	2	Manhattan NJ	2
7077	Low WGD	0.075	15	2	Manhattan Min. Ev.	2
7078	Low WGD	0.075	15	2	MEDALT	8
7079	Low WGD	0.075	15	2	MEDICC2	2
7080	High WGD	0.025	20	10	Euclidean NJ	4
7081	High WGD	0.025	20	10	Euclidean Min. Ev.	6
7082	High WGD	0.025	20	10	Manhattan NJ	2
7083	High WGD	0.025	20	10	Manhattan Min. Ev.	6
7084	High WGD	0.025	20	10	MEDALT	17
7085	High WGD	0.025	20	10	MEDICC2	2
7086	High WGD	0.075	10	14	Euclidean NJ	6
7087	High WGD	0.075	10	14	Euclidean Min. Ev.	4
7088	High WGD	0.075	10	14	Manhattan NJ	2
7089	High WGD	0.075	10	14	Manhattan Min. Ev.	4
7090	High WGD	0.075	10	14	MEDALT	8
7091	High WGD	0.075	10	14	MEDICC2	0
7092	High WGD	0.1	3	20	Euclidean NJ	2
7093	High WGD	0.1	3	20	Euclidean Min. Ev.	2
7094	High WGD	0.1	3	20	Manhattan NJ	2
7095	High WGD	0.1	3	20	Manhattan Min. Ev.	2
7096	High WGD	0.1	3	20	MEDALT	1
7097	High WGD	0.1	3	20	MEDICC2	0
7098	Low WGD	0.025	50	9	Euclidean NJ	14
